,created_at,favorite_count,followers_count,friends_count,from_user,hashtag_count,id,links,location,mentions_count,retweet_count,statuses_count,text,url_count,verified
99,Mon Feb 23 13:46:34 +0000 2015,4,1355015,563,ibnlive,1,569855839718084609,,TRUE,0,5,298794,BREAKING | Cabinet secy to hold meeting to follow up on security guidelines #CorporateEspionage,0,TRUE
100,Mon Feb 23 13:45:52 +0000 2015,5,1355015,563,ibnlive,1,569855662923976704,,TRUE,0,4,298794,"BREAKING | All office documents to be kept in secured position,in safe custody #CorporateEspionage",0,TRUE
101,Mon Feb 23 13:45:43 +0000 2015,0,2994,49,SoulInExile,1,569855624760004610,http://www.financialexpress.com/article/economy/petroleum-ministry-leak-case-now-mysterious-fire-at-prayas-jains-office-destroys-files/46325/,TRUE,3,41,44957,"RT @victorvibhu: Mysterious ‘fire’ at Prayas Jain’s office destroys files
http://t.co/FvfJVkBlfU
#CorporateEspionage @jgopikrishnan70 @Swam…",1,FALSE
102,Mon Feb 23 13:43:46 +0000 2015,2,2289,2024,KejriBai,1,569855134143881216,,TRUE,2,3,40053,Main Accused Santanu Saikia is an active member of Greenpeace &amp; also member of AAP. Thx. #CorporateEspionage @MrsGandhi @tajinderbagga,0,FALSE
103,Mon Feb 23 13:40:50 +0000 2015,5,1355015,563,ibnlive,1,569854398743973888,,TRUE,0,8,298794,BREAKING | Guidelines issued to all govt officers after #CorporateEspionage case,0,TRUE
104,Mon Feb 23 13:22:50 +0000 2015,0,2715,887,Cutty_Sark999,1,569849866970537986,,FALSE,1,84,224075,"RT @Swats26: Arrested Petroleum Min staffers confessed they tried to access Defence Min also but failed coz ""modules"" were different! #Corp…",0,FALSE
105,Mon Feb 23 13:04:30 +0000 2015,0,8279,154,OpIndia_com,1,569845255572316160,http://www.opindia.com/2015/02/why-corporateespionage-leaks-the-real-agendas-of-some/,TRUE,2,2,1181,RT @JenuJari: Why #CorporateEspionage leaks the real agendas of some: http://t.co/i6muWKcDGo via @opindia_com,1,FALSE
106,Mon Feb 23 12:43:41 +0000 2015,0,1314,12,Atheist_Club,2,569840014550437890,,TRUE,0,0,91725,#ShantanuSaikia was forced to sign on blank papers? #CorporateEspionage,0,FALSE
107,Thu Feb 26 10:16:11 +0000 2015,0,2616,310,123crush,1,570890058871349248,http://timesofindia.indiatimes.com/Business/India-Business/Modis-vision-right-give-him-6-more-mths/articleshow/46375959.cms,FALSE,1,1,52557,"Really, #CorporateEspionage is turning the table ----&gt; ""@timesofindia: Modi’s vision right, give him 6 more months http://t.co/BjACJJ0rjL""",1,FALSE
108,Wed Feb 25 18:51:53 +0000 2015,0,8752,2352,truevirathindu,1,570657452930273280,,TRUE,1,45,164226,RT @DDNewsLive: Home minister promises strict action against guilty in #CorporateEspionage case | Number of persons arrested in the case ri…,0,FALSE
109,Fri Feb 27 22:28:40 +0000 2015,0,5878,4004,ls2008,1,571436784082558976,,FALSE,1,17,83516,"RT @rupeshsingh10: Kejriwal use to Jump on Every Corruption Issue but he is Mum on #CorporateEspionage Why
Cough or got something Tough ??
…",0,FALSE
110,Fri Feb 27 18:54:28 +0000 2015,14,8069,349,tufailelif,1,571382878681976833,http://epaper.newindianexpress.com/444172/The-Sunday-Standard/22-02-2015#page/1/2,TRUE,0,27,104691,Modi govt may have begun a revolution by launching attack on corporate espionage in India #corporateespionage http://t.co/qoeP7SFBhv,1,FALSE
111,Thu Feb 26 06:18:39 +0000 2015,1,516406,16,airnewsalerts,2,570830282984595456,,TRUE,0,3,66216,#DelhiPolice arrests two more persons in connection with the #corporateespionage case.,0,TRUE
112,Sun Feb 22 11:31:57 +0000 2015,1,14504,12433,ParamjitGarewal,1,569459576623407104,http://www.opindia.com/2015/02/how-the-government-executed-operation-corporateespionage-a-timeline/,TRUE,2,2,98099,How the Government executed operation #CorporateEspionage - a Timeline: http://t.co/28Q5HmhffN via @opindia_com @mediacrooks,1,FALSE
113,Wed Feb 25 07:56:02 +0000 2015,0,1673,134,ArmchairPseph,1,570492400289734656,,TRUE,1,9,91457,RT @Rezhasan: So the buzz is #CorporateEspionage case could expand to another high-profile ministry with huge procurement budget.,0,FALSE
114,Wed Feb 25 07:49:16 +0000 2015,0,18862,531,ranganaathan,1,5.70491E+17,,TRUE,1,9,170173,RT @Rezhasan: So the buzz is #CorporateEspionage case could expand to another high-profile ministry with huge procurement budget.,0,FALSE
115,Wed Feb 25 07:48:59 +0000 2015,0,3757,189,Leopard212,1,570490627252555776,,TRUE,1,9,98516,RT @Rezhasan: So the buzz is #CorporateEspionage case could expand to another high-profile ministry with huge procurement budget.,0,FALSE
116,Wed Feb 25 07:08:03 +0000 2015,0,6525,89,bobbymacReports,1,570480327287812098,,TRUE,1,9,49723,RT @Rezhasan: So the buzz is #CorporateEspionage case could expand to another high-profile ministry with huge procurement budget.,0,TRUE
117,Wed Feb 25 07:06:17 +0000 2015,1,10149,247,Rezhasan,1,570479880875450369,,TRUE,0,9,76633,So the buzz is #CorporateEspionage case could expand to another high-profile ministry with huge procurement budget.,0,FALSE
118,Tue Feb 24 19:54:43 +0000 2015,0,13330,67,NarenderModi92,1,570310877888557057,,TRUE,1,338,10754,RT @TimesNow: Aam Aadmi Party wants a commission to investigate the alleged case of corporate espionage #CorporateEspionage,0,FALSE
119,Tue Feb 24 15:31:19 +0000 2015,1,1551,1861,AyyappanRamasam,1,570244589879054336,,TRUE,0,3,9143,"Feb24, 9 PM
#CorporateEspionage may be a drama to divert agitation against ""Land grabbing Bill / Ordinance""",0,FALSE
120,Tue Feb 24 15:12:05 +0000 2015,0,7307,457,Janamejayan,1,570239747995656192,,FALSE,1,8,85658,RT @SouleFacts: A man employed as casual worker in Defence Ministry arrested in #CorporateEspionage case: Delhi Police official - PTI,0,FALSE
121,Tue Feb 24 14:33:54 +0000 2015,0,33685,206,FocusNewsIndia,3,570230141260967936,,TRUE,0,0,38626,#LeakGate | Accused persons in #CorporateEspionage case brought to #Delhi Crime Branch office http://t.co/j0PlBhwX0l,0,FALSE
122,Tue Feb 24 13:31:33 +0000 2015,1,1551,1861,AyyappanRamasam,1,570214448738074627,,TRUE,0,2,9143,"Feb24,7 PM
#CorporateEspionage may be a drama to divert agitation against ""Land grabbing Bill / Ordinance""",0,FALSE
123,Tue Feb 24 11:30:52 +0000 2015,2,1551,1861,AyyappanRamasam,1,570184077975769088,,TRUE,0,1,9143,"Feb24,5 PM
#CorporateEspionage may be a drama to divert agitation against ""Land grabbing Bill / Ordinance""",0,FALSE
124,Tue Feb 24 10:47:45 +0000 2015,0,59965,119,ETNOWlive,2,570173229106536449,,TRUE,0,1,195209,Judicial custody for 5 in #CorporateEspionage case #OilGate,0,TRUE
125,Tue Feb 24 10:14:08 +0000 2015,0,10149,247,Rezhasan,1,570164767513407488,http://www.newslaundry.com/2015/02/24/the-man-who-knew-too-much/,TRUE,0,1,76633,Santanu Saikia: The man who knew too much http://t.co/JPJE5mk1ws #CorporateEspionage,1,FALSE
126,Tue Feb 24 10:11:54 +0000 2015,3,22082,98,Vidyut,1,570164207292776448,http://www.newslaundry.com/2015/02/24/the-man-who-knew-too-much/,TRUE,0,6,230515,The Man Who Knew Too Much: http://t.co/cmaR4N1G3c #CorporateEspionage,1,FALSE
127,Tue Feb 24 09:01:41 +0000 2015,0,1631,294,RpG_89,1,570146534261534720,http://timesofindia.indiatimes.com/corporate-espionage-in-ministries/top-stories/Corporate-espionage-Defence-ministry-employee-arrested/articleshow/46351244.cms,FALSE,1,6,74332,RT @bwoyblunder: Now Defence Ministry employee arrested in #CorporateEspionage case. http://t.co/ahWAr2VRbD,1,FALSE
128,Tue Feb 24 05:45:06 +0000 2015,0,2510,589,SwachhPolitics,2,570097064656314368,,TRUE,0,0,100611,It seems RSS is more dangerous to #BJP Govt than #CorporateEspionage,0,FALSE
129,Mon Feb 23 19:52:28 +0000 2015,0,2992,1355,krissh9207,1,569947922353115136,,TRUE,1,338,78531,RT @TimesNow: Aam Aadmi Party wants a commission to investigate the alleged case of corporate espionage #CorporateEspionage,0,FALSE
130,Mon Feb 23 17:48:05 +0000 2015,5,31132,368,saikatd,1,569916620518195200,http://m.hindustantimes.com/india-news/oil-min-leak-psus-were-clients-advertisers-of-consultancies-under-probe/article1-1319935.aspx,TRUE,0,23,20783,"Surprise, surprise. Govt PSUs were clients &amp; advertisers of the 'energy consultants' in #CorporateEspionage web
http://t.co/V33YKRPQdG",1,TRUE
131,Thu Feb 26 15:55:31 +0000 2015,2,1339062,209,IndiaToday,1,570975453617369088,http://indiatoday.intoday.in/story/corporate-espionage-case-fresh-arrests-environment-ministry-upsc/1/421181.html,TRUE,0,2,206951,"#CorporateEspionage : Two more arrested
http://t.co/L1d2iZJxs3",1,TRUE
132,Thu Feb 26 15:35:17 +0000 2015,0,3539,60,TheQuint,1,570970363485491200,http://goo.gl/eagmsP,FALSE,0,0,1745,"#CorporateEspionage probe deepens as cops arrest two more suspects, who served as PAs to bureaucrats. Read here: http://t.co/v7O2dkKr26",1,FALSE
133,Thu Feb 26 06:18:52 +0000 2015,0,3716,2531,AbhiRajPandey,2,570830338689077248,,TRUE,1,3,17790,RT @airnewsalerts: #DelhiPolice arrests two more persons in connection with the #corporateespionage case.,0,FALSE
134,Wed Feb 25 17:20:05 +0000 2015,1,1662,1606,manishpcp,2,570634348598202368,,TRUE,0,0,4469,Why suddenly everyone have forgotten #CorporateEspionage ?Does itmean congress issuccessful in deviating people attention again #LandBillWar,0,FALSE
135,Wed Feb 25 16:49:16 +0000 2015,0,1662,1606,manishpcp,1,570626594957430784,,TRUE,1,1,4469,@25rby Everyone is trying to hide #CorporateEspionage . It's how it worked earlier too. Everytime congress was in trouble during UPA,0,FALSE
136,Wed Feb 25 16:30:05 +0000 2015,0,1295,1771,ma28nav,1,570621766160117760,,TRUE,1,49,20850,RT @iMac_too: Ministers used to live SMS favorite journos from Cabinet meetings. That was the extent of rot in UPA. #CorporateEspionage,0,FALSE
137,Wed Feb 25 06:25:07 +0000 2015,1,2052,198,RightWing_Rants,1,570469521468858368,,TRUE,1,0,19284,"Whether Active Or Not, #CorporateEspionage Proves Journos r Just Glorified Dalaals. Who Knows This Better Than Wheeler-Dealer @ShekharGupta!",0,FALSE
138,Wed Feb 25 04:38:00 +0000 2015,25,92683,738,ShekharGupta,1,570442564827897856,,TRUE,0,58,2285,Journos must resist govt using #CorporateEspionage to block their access. Real que: in reform-RTI regime why shd oil min have many secrets?,0,TRUE
139,Tue Feb 24 17:36:48 +0000 2015,0,5976,4017,ls2008,1,570276166994522112,,FALSE,1,7,84128,RT @Twitvention: Its an open secret that Ambanis always influenced the budget &amp; knew its contents before anybody else did. Not this time. #…,0,FALSE
140,Tue Feb 24 05:54:59 +0000 2015,1,1712,227,SplendidlyDull,1,5.701E+17,,TRUE,0,1,13551,Almost all media houses hv unsustainable business-model. So action on #CorporateEspionage &amp; NGO is like a death-blow to der black-activities,0,FALSE
141,Sun Feb 22 14:29:24 +0000 2015,0,3745,1405,Aneela_Nadar,2,569504231301914626,,TRUE,1,89,79450,RT @maulinshah9: #CorporateEspionage &amp; #Petrogate are not uncommon when Govt. loves to play in the pockets of favorite Industrialists. http…,0,FALSE
142,Sun Feb 22 11:41:59 +0000 2015,27,11500,1269,ashwinskumar,2,569462098612264960,,TRUE,1,5,42933,"Was a great pleasure to meet @nistula today :)
Grab a copy of her book #KissAndTell if u haven't! #CorporateEspionage http://t.co/qOkoxARcH8",0,FALSE
143,Sun Feb 22 07:31:25 +0000 2015,0,11719,56,mapuna14,1,569399045187350528,,TRUE,1,30,12131,RT @DKMahant: I don't think any big industrialist is involved in #CorporateEspionage These lower level guys stole papers to make paper boat…,0,FALSE
144,Sun Feb 22 10:55:09 +0000 2015,4,28557,17769,NewsroomPostCom,1,569450315587592192,http://www.newsroompost.com/166565/those-who-subverted-system-will-be-punished/,TRUE,0,168,24596,"#CorporateEspionage 

Those who subverted system will be punished
http://t.co/mA4MZ4Bt9f http://t.co/WPpG89c8z3",1,FALSE
145,Sun Feb 22 06:01:19 +0000 2015,14,3740,640,DKMahant,1,569376367726342145,,TRUE,0,30,52205,I don't think any big industrialist is involved in #CorporateEspionage These lower level guys stole papers to make paper boats you see.,0,FALSE
146,Fri Feb 27 05:22:13 +0000 2015,0,42024,1120,upma23,1,571178466835435520,,FALSE,1,22,287055,RT @mayankjain100: The leakage by Essar could be in response to the unprecedented investigations ordered by the govt in #CorporateEspionage…,0,FALSE
147,Wed Feb 25 19:00:32 +0000 2015,0,22063,702,Oneindia,1,570659629245444097,http://www.oneindia.com/feature/interview-on-corporate-espionage-permanent-bureaucracy-not-politics-is-to-blame-1665321.html,TRUE,0,1,122581,"#Corporateespionage: 'Permanent bureaucracy not politics is to blame'
http://t.co/ZkZ1dNgHaH",1,FALSE
148,Wed Feb 25 04:51:07 +0000 2015,0,18986,531,ranganaathan,1,570445864226852864,,TRUE,3,73,170870,"RT @DrGPradhan: PIMP ""Santanu"" arrested in #CorporateEspionage is CLOSE aid of @MPNaveenJindal &amp; use 2 pass info 2 @ArvindKejriwal http://t…",0,FALSE
149,Fri Feb 27 04:43:38 +0000 2015,0,3215,7,ratanmaitra,1,571168758753939458,http://www.newslaundry.com/2015/02/24/the-man-who-knew-too-much/,TRUE,0,2,79719,"#CorporateEspionage : Santanu Saikia, The Man Who Knew Too Much 

http://t.co/Be3yg4pG5Z",1,FALSE
150,Thu Feb 26 01:34:26 +0000 2015,0,2876,461,manishkbaid,1,570758757723938816,,TRUE,0,6,68221,This is how UPA handled the case against RIL without anything getting leaked. #CorporateEspionage  http://t.co/FswlO2cMgs,0,FALSE
151,Wed Feb 25 07:06:17 +0000 2015,1,10178,248,Rezhasan,1,570479880875450369,,TRUE,0,9,76881,So the buzz is #CorporateEspionage case could expand to another high-profile ministry with huge procurement budget.,0,FALSE
152,Thu Feb 26 09:23:01 +0000 2015,0,5079,5011,Carlfletcher15,7,570876679922556928,,TRUE,0,3,82911,Someone new what was going on !! #monsters #lies #PedoAlert #corruption #CorporateEspionage #GreedIsGood #politicians http://t.co/GTq1XaYe0C,0,FALSE
